title,url,rating,price,search_url
Roxy women's Sheilahh 2.0 Loafer Flat,/sspa/click?ie=UTF8&spc=MTo4MzY3Mjg0MDgzMDE1OTc0OjE3MjI2NzQyNjE6c3BfbXRmOjMwMDE3MDQ5NjQyNTgwMjo6MDo6&url=%2FRoxy-Womens-Sheilahh-Platform-Sneaker%2Fdp%2FB081V1JFWL%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674261%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.2 out of 5 stars,$50.52,https://www.amazon.com/s?k=sneakers&page=1
GUESS women's Loven Sneaker,/GUESS-Womens-Loven-Sneaker-White/dp/B08DXRDBTF/ref=sr_1_24?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-24,4.6 out of 5 stars,$35.99,https://www.amazon.com/s?k=sneakers&page=1
Skechers Women's Summits Sneaker,/Skechers-womens-Summits-Sneaker-Black/dp/B076TBMP2B/ref=sr_1_25?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-25,4.5 out of 5 stars,$38.62,https://www.amazon.com/s?k=sneakers&page=1
Rocket Dog Women's Cheery Plush Foam Comfort Sneaker,/Rocket-Dog-Womens-Cheery-Sneaker/dp/B08X6FTC9Q/ref=sr_1_26?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-26,4.3 out of 5 stars,$29.98,https://www.amazon.com/s?k=sneakers&page=1
Keds women's Champion Leather Lace Up Sneaker,/Keds-Womens-Core-Sneaker-White/dp/B000ER7BHY/ref=sr_1_27?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-27,4.5 out of 5 stars,$43.99,https://www.amazon.com/s?k=sneakers&page=1
Dolce Vita Women's Zina Sneaker,/sspa/click?ie=UTF8&spc=MTo4MzY3Mjg0MDgzMDE1OTc0OjE3MjI2NzQyNjE6c3BfbXRmOjMwMDEzMDEzNTU0NzkwMjo6MDo6&url=%2FDolce-Vita-Womens-Sneaker-Leather%2Fdp%2FB0B23G3F18%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674261%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.2 out of 5 stars,$63.80,https://www.amazon.com/s?k=sneakers&page=1
Dolce Vita Women's Dolen Sneaker,/sspa/click?ie=UTF8&spc=MTo4MzY3Mjg0MDgzMDE1OTc0OjE3MjI2NzQyNjE6c3BfbXRmOjMwMDEzMDEzNTU0NzYwMjo6MDo6&url=%2FDolce-Vita-DOLEN-Sneaker-Leather%2Fdp%2FB0CGMGZYNP%2Fref%3Dsr_1_29_sspa%3Fdib%3DeyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674261%26sr%3D8-29-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.3 out of 5 stars,$99.90,https://www.amazon.com/s?k=sneakers&page=1
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe,/Brooks-Adrenaline-Womens-Supportive-Running/dp/B08QTNPY7K/ref=sr_1_30?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-30,4.5 out of 5 stars,$84.95,https://www.amazon.com/s?k=sneakers&page=1
Reebok Women's Classic Leather Sneaker,/Reebok-Classic-Leather-Sneaker-Reefresh/dp/B092YWBZ4F/ref=sr_1_31?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-31,4.5 out of 5 stars,$59.98,https://www.amazon.com/s?k=sneakers&page=1
On Women's Cloud 5 Sneakers,/Womens-Cloud-Running-Shoes-Black/dp/B098NL1RKQ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-32,4.3 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
Reebok Men's BB4500 Hi 2 Sneaker,/Reebok-Royal-BB4500H2-Walking-Black/dp/B07B4S94W5/ref=sr_1_33?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-33,4.5 out of 5 stars,$56.00,https://www.amazon.com/s?k=sneakers&page=1
Steve Madden Womens Possession Shoes,/Steve-Madden-Womens-Possession-Sneaker/dp/B09GWCJVW5/ref=sr_1_34?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-34,4.4 out of 5 stars,$69.98,https://www.amazon.com/s?k=sneakers&page=1
Skechers Mens Go Walk Flex Remark,/Skechers-Mens-Flex-Remark-Sneaker-Black/dp/B0CFN8YMH7/ref=sr_1_35?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-35,4.7 out of 5 stars,$68.00,https://www.amazon.com/s?k=sneakers&page=1
Skechers Men's Summits High Range Hands Free Slip-in Sneaker,/Skechers-Summits-Range-Loafer-Charcoal/dp/B0BX3MJ5N9/ref=sr_1_36?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-36,4.6 out of 5 stars,$56.25,https://www.amazon.com/s?k=sneakers&page=1
adidas Men's Stan Smith Shoes,/adidas-Originals-Smith-Sneaker-White/dp/B087DYKS61/ref=sr_1_37?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-37,4.6 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
PUMA womens Club 5v5 Sneaker,/PUMA-Womens-Club-Sneaker-White-Whisp/dp/B0CLQ8LBG6/ref=sr_1_38?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-38,4.4 out of 5 stars,$52.50,https://www.amazon.com/s?k=sneakers&page=1
Fila Women's Disruptor II Premium Comfortable Sneakers,/Fila-Womens-Disruptor-Premium-Sneakers/dp/B07444854P/ref=sr_1_39?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-39,4.6 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
Converse Women's Chuck Taylor All Star Lift High Top Sneakers,/Converse-Shoes-Sneakers-Platform-560845C/dp/B079P3WJYC/ref=sr_1_40?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-40,4.7 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
Sneakers,/Sneakers-Jo-Marr/dp/B018YLC752/ref=sr_1_41?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-41,4.7 out of 5 stars,$3.79,https://www.amazon.com/s?k=sneakers&page=1
NIKE Men's Shoes,/Nike-Force-Trainers-White-315122/dp/B07LCNZXQD/ref=sr_1_42?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-42,4.6 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
New Balance Women's 574 Core Sneaker,/New-Balance-Womens-Sneaker-Nimbus/dp/B093QK8S8R/ref=sr_1_43?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-43,4.6 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
adidas Women's Park Street Sneaker,/adidas-Womens-Park-Sneaker-White/dp/B0BHPWNFQ8/ref=sr_1_44?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-44,4.4 out of 5 stars,$75.00,https://www.amazon.com/s?k=sneakers&page=1
Skechers Men's Stamina at Upper Stitch Sneaker,/Skechers-Stamina-Upper-Stitch-Sneaker/dp/B0CB238VYD/ref=sr_1_45?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-45,4.7 out of 5 stars,$62.47,https://www.amazon.com/s?k=sneakers&page=1
Keds Women's Kickstart Lace Up Sneaker,/Keds-Womens-Kickstart-Fashion-Sneaker/dp/B010EGL3X2/ref=sr_1_46?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-46,4.4 out of 5 stars,$40.29,https://www.amazon.com/s?k=sneakers&page=1
